rank,album,artist
79,"A Pentatonix Christmas","Pentatonix"
80,"Trolls","Soundtrack"
81,"A Decade Of Destruction","Five Finger Death Punch"
82,"1989","Taylor Swift"
83,"There's Really A Wolf","Russ"
84,"In The Lonely Hour","Sam Smith"
85,"Love Yourself: Answer","BTS"
86,"Beauty Behind The Madness","The Weeknd"
87,"2014 Forest Hills Drive","J. Cole"
88,"Cry Pretty","Carrie Underwood"
89,"good kid, m.A.A.d city","Kendrick Lamar"
90,"Greatest Hits 2","Journey"
91,"Rumours","Fleetwood Mac"
92,"Dont Smile At Me","Billie Eilish"
93,"Chronicle (The 20 Greatest Hits)","Creedence Clearwater Revival"
94,"ANTI","Rihanna"
95,"Come Tomorrow","Dave Matthews Band"
96,"Greatest Hits","Queen"
97,"Huncho Jack, Jack Huncho","Huncho Jack"
98,"Illuminate","Shawn Mendes"
99,"California Sunrise","Jon Pardi"
100,"The Bigger Artist","A Boogie wit da Hoodie"
101,"Love Yourself: Tear","BTS"
102,"Drip Harder","Lil Baby & Gunna"
103,"Montevallo","Sam Hunt"
104,"Lil Pump","Lil Pump"
105,"The Essential Michael Jackson","Michael Jackson"
106,"Death Of A Bachelor","Panic! At The Disco"
107,"Swimming","Mac Miller"
108,"All Your Fault: Pt. 1 (EP)","Bebe Rexha"
109,"Metallica","Metallica"
110,"Freudian","Daniel Caesar"
111,"Nothing Was The Same","Drake"
112,"T R A P S O U L","Bryson Tiller"
113,"Look Up Child","Lauren Daigle"
114,"Graffiti U","Keith Urban"
115,"Dan + Shay","Dan + Shay"
116,"SremmLife","Rae Sremmurd"
117,"War & Leisure","Miguel"
118,"Dig Your Roots","Florida Georgia Line"
119,"25","Adele"
120,"Doo-Wops & Hooligans","Bruno Mars"
121,"Quality Control: Control The Streets, Vol. 1","Various Artists"
122,"Trench","Twenty One Pilots"
123,"Die Lit","Playboi Carti"
124,"Drip Season 3","Gunna"
125,"Testing","A$AP Rocky"
126,"Trip","Jhene Aiko"
127,"1","The Beatles"
128,"Rolling Papers 2","Wiz Khalifa"
129,"Memories...Do Not Open","The Chainsmokers"
130,"Voicenotes","Charlie Puth"
131,"Songs Of Experience","U2"
132,"Coloring Book","Chance the Rapper"
133,"Greatest Hits","The Notorious B.I.G."
134,"Life's A Trip","Trippie Redd"
135,"Greatest Hits So Far...","Zac Brown Band"
136,"Lil Boat 2","Lil Yachty"
137,"Woodstock","Portugal. The Man"
138,"The Anthology: Part I, The First Five Years","Garth Brooks"
139,"If You're Reading This It's Too Late","Drake"
140,"KIDS SEE GHOSTS","KIDS SEE GHOSTS"
141,"Issa Album","21 Savage"
142,"Everybody","Logic"
143,"The Life Of Pablo","Kanye West"
144,"Too Hard","Lil Baby"
145,"Mr. Davis","Gucci Mane"
146,"Mamma Mia! Here We Go Again","Soundtrack"
147,"Expectations","Bebe Rexha"
148,"13 Reasons Why, Season 2","Soundtrack"
149,"Texoma Shore","Blake Shelton"
150,"Love Yourself: Her","BTS"
151,"Happy Endings","Old Dominion"
152,"From The Fires","Greta Van Fleet"
153,"Greatest Hits","Bob Seger & The Silver Bullet Band"
154,"Christmas","Michael Buble"
155,"Flower Boy","Tyler, The Creator"
156,"Mothership","Led Zeppelin"
157,"Purpose","Justin Bieber"
158,"Still Striving","A$AP Ferg"
159,"Tangled Up","Thomas Rhett"
160,"Grateful","DJ Khaled"
161,"Love, Simon","Soundtrack"
162,"Dangerous Woman","Ariana Grande"
163,"Abbey Road","The Beatles"
164,"A Love Letter To You","Trippie Redd"
165,"Blonde","Frank Ocean"
166,"The Mountain","Dierks Bentley"
167,"And Justice For None","Five Finger Death Punch"
168,"Greatest Hits","2Pac"
169,"Greatest Hits","Red Hot Chili Peppers"
170,"Flicker","Niall Horan"
171,"[Hybrid Theory]","Linkin Park"
172,"GEMINI","Macklemore"
173,"Stay Dangerous","YG"
174,"Ready (EP)","Ella Mai"
175,"Egypt Station","Paul McCartney"
176,"The Rest Of Our Life","Tim McGraw & Faith Hill"
177,"YSIV","Logic"
178,"AI YoungBoy","YoungBoy Never Broke Again"
179,"21","Adele"
180,"I Can Only Imagine: The Very Best Of MercyMe","MercyMe"
181,"Aura","Ozuna"
182,"Luca Brasi 3","Kevin Gates"
183,"Ripcord","Keith Urban"
184,"Fifty Shades Freed","Soundtrack"
185,"FUTURE","Future"
186,"Speak Your Mind","Anne-Marie"
187,"Reloaded: 20 #1 Hits","Blake Shelton"
188,"East Atlanta Love Letter","6LACK"
189,"Back In Black","AC/DC"
190,"Thriller","Michael Jackson"
191,"Pretty Girls Like Trap Music","2 Chainz"
192,"Quavo Huncho","Quavo"
193,"Dancing Queen","Cher"
194,"Simi","BlocBoy JB"
195,"The Fate Of The Furious: The Album","Soundtrack"
196,"Revenge","XXXTentacion"
197,"That's Christmas To Me","Pentatonix"
198,"M A N I A","Fall Out Boy"
199,"Live In No Shoes Nation","Kenny Chesney"
200,"Memories Don't Die","Tory Lanez"
