rank,album,artist
88,"Barton Hollow","The Civil Wars"
89,"Amaryllis","Shinedown"
90,"Life Is Good","Nas"
91,"4","Beyoncé"
92,"American Capitalist","Five Finger Death Punch"
93,"Boys & Girls","Alabama Shakes"
94,"Someone To Watch Over Me","Susan Boyle"
95,"Glee: The Music, The Christmas Album: Volume 2","Soundtrack"
96,"Careless World: Rise Of The Last King","Tyga"
97,"Brothers","The Black Keys"
98,"Lungs","Florence + The Machine"
99,"Chapter V","Trey Songz"
100,"Speak Now: World Tour Live CD + DVD","Taylor Swift"
101,"Kidz Bop 22","Kidz Bop Kids"
102,"Nothing But The Beat","David Guetta"
103,"Recovery","Eminem"
104,"Emotional Traffic","Tim McGraw"
105,"Heavenly Christmas","Jackie Evancho"
106,"Slipstream","Bonnie Raitt"
107,"Hunter Hayes","Hunter Hayes"
108,"Greatest Hits","Guns N' Roses"
109,"Hell On Heels","Pistol Annies"
110,"Hard 2 Love","Lee Brice"
111,"The Foundation","Zac Brown Band"
112,"Back To Love","Anthony Hamilton"
113,"Maybach Music Group Presents: Self Made 2","Various Artists"
114,"Clockwork Angels","Rush"
115,"Cole World: The Sideline Story","J. Cole"
116,"Elevate (Soundtrack)","Big Time Rush"
117,"Greatest Hits 2","Journey"
118,"Strange Clouds","B.o.B"
119,"A Very She & Him Christmas","She & Him"
120,"Up All Night","Kip Moore"
121,"When The Sun Goes Down","Selena Gomez & The Scene"
122,"Rock Of Ages","Soundtrack"
123,"Planet Pit","Pitbull"
124,"Thirty Miles West","Alan Jackson"
125,"My Christmas","Andrea Bocelli"
126,"Fearless","Taylor Swift"
127,"Uno!","Green Day"
128,"Legend","Bob Marley & The Wailers"
129,"Ambition","Wale"
130,"WOW Hits 2012","Various Artists"
131,"The Path Of Totality","Korn"
132,"Kisses On The Bottom","Paul McCartney"
133,"Night Visions","Imagine Dragons"
134,"My World 2.0","Justin Bieber"
135,"Home","Dierks Bentley"
136,"+","Ed Sheeran"
137,"Tempest","Bob Dylan"
138,"Dreams and Nightmares","Meek Mill"
139,"Open Invitation","Tyrese"
140,"Battle Born","The Killers"
141,"Pluto","Future"
142,"Chronicle (The 20 Greatest Hits)","Creedence Clearwater Revival"
143,"The Carpenter","The Avett Brothers"
144,"North","matchbox twenty"
145,"The Very Best Of Neil Diamond: The Studio Recordings","Neil Diamond"
146,"Barefoot Blue Jean Night","Jake Owen"
147,"The Bodyguard","Whitney Houston"
148,"Scars & Stories","The Fray"
149,"Unbroken","Demi Lovato"
150,"Port Of Morrow","The Shins"
151,"Write Me Back","R. Kelly"
152,"Pink Friday","Nicki Minaj"
153,"Need You Now","Lady Antebellum"
154,"The 2nd Law","Muse"
155,"Push and Shove","No Doubt"
156,"Eye On It","tobyMac"
157,"The Idler Wheel Is Wiser Than...","Fiona Apple"
158,"Megalithic Symphony","AWOLNATION"
159,"Evanescence","Evanescence"
160,"Project X","Soundtrack"
161,"Kaleidoscope Dream","Miguel"
162,"Shake It Up: Break It Down","Soundtrack"
163,"WWE: The Music Volume 8","Soundtrack"
164,"The Millennium Collection: The Best Of Lynyrd Skynyrd","Lynyrd Skynyrd"
165,"Wasting Light","Foo Fighters"
166,"Christmas Song","Mannheim Steamroller"
167,"Formula: Vol. 1","Romeo Santos"
168,"The Muppets","Soundtrack"
169,"The Gift","Susan Boyle"
170,"Merry Christmas, Baby","Rod Stewart"
171,"Noel","Josh Groban"
172,"God's Not Dead","Newsboys"
173,"Hats Off To The Bull","Chevelle"
174,"Immortal","Michael Jackson"
175,"A Charlie Brown Christmas (Soundtrack)","Vince Guaraldi Trio"
176,"Sinatra: Best Of The Best","Frank Sinatra"
177,"Outlaws Like Me","Justin Moore"
178,"NOW That's What I Call Country: Volume 5","Various Artists"
179,"Blue Slide Park","Mac Miller"
180,"Glory In The Highest: Christmas Songs Of Worship","Chris Tomlin"
181,"NOW 39","Various Artists"
182,"Americana","Neil Young With Crazy Horse"
183,"How Great Is Our God: The Essential Collection","Chris Tomlin"
184,"Number One Hits","Tim McGraw"
185,"New Life","Monica"
186,"Wild Ones","Flo Rida"
187,"Coexist","The xx"
188,"Trespassing","Adam Lambert"
189,"Camp","Childish Gambino"
190,"Food & Liquor II: The Great American Rap Album Pt. 1","Lupe Fiasco"
191,"Punching Bag","Josh Turner"
192,"That's Why God Made The Radio","The Beach Boys"
193,"The Dark Side Of The Moon","Pink Floyd"
194,"The Wanted","The Wanted"
195,"The Best Of Lionel Richie: 20th Century Masters The Millennium Collection","Lionel Richie"
196,"#1 Girl","Mindless Behavior"
197,"Gravity","Lecrae"
198,"Whitney Houston","Whitney Houston"
199,"Love After War","Robin Thicke"
200,"Licensed To Ill","Beastie Boys"
