rank,album,artist
166,"Miracle","Third Day"
167,"Rebellious Soul","K. Michelle"
168,"I Will Always Love You: The Best Of Whitney Houston","Whitney Houston"
169,"Eye On It","tobyMac"
170,"Wrapped In Red","Kelly Clarkson"
171,"19","Adele"
172,"Under The Mistletoe","Justin Bieber"
173,"Wrote A Song For Everyone","John Fogerty"
174,"Koi No Yokan","Deftones"
175,"Dos!","Green Day"
176,"Stay Trippy","Juicy J"
177,"Up All Night","Kip Moore"
178,"12-12-12 The Concert For Sandy Relief","Various Artists"
179,"Noel","Josh Groban"
180,"Love, Charlie","Charlie Wilson"
181,"Wolf","Tyler, The Creator"
182,"The Love Club (EP)","Lorde"
183,"NOW That's What I Call Country Volume 6","Various Artists"
184,"Chronicle (The 20 Greatest Hits)","Creedence Clearwater Revival"
185,"Pink Friday: Roman Reloaded","Nicki Minaj"
186,"Hotel California","Tyga"
187,"California 37","Train"
188,"The Devil Put Dinosaurs Here","Alice In Chains"
189,"3.0","Marc Anthony"
190,"Our Version Of Events","Emeli Sande"
191,"How Country Feels","Randy Houser"
192,"Take Care","Drake"
193,"Dreams and Nightmares","Meek Mill"
194,"The Hobbit: An Unexpected Journey","Soundtrack"
195,"Outlaw Gentlemen & Shady Ladies","Volbeat"
196,"Joyas Prestadas: Pop","Jenni Rivera"
197,"Excuse My French","French Montana"
198,"NOW That's What I Call Country Vol. 2","Various Artists"
199,"Recovery","Eminem"
200,"The Best Of Eric Clapton: 20th Century Masters The Millennium Collection","Eric Clapton"
