year,rank,artist,artist_normalized,has_spotify_match,artist_followers_max,artist_popularity_max,explicit_track_share,mean_track_duration_min,n_tracks_in_dataset,n_tracks_released_in_chart_year,primary_genre,spotify_display_name,track_popularity_max,track_popularity_mean,track_popularity_mean_in_chart_year,track_popularity_min
2018,90,p!nk,p!nk,True,18208465.0,78.0,0.5714285714285714,3.7085714285714286,14.0,,,P!nk,82.0,49.42857142857143,,0.0
2018,91,miguel,miguel,True,6132588.0,78.0,0.25,3.3200000000000003,4.0,,r&b,Miguel,84.0,72.75,,62.0
2018,92,calvin harris,calvin harris,True,23079295.0,84.0,0.23809523809523808,3.6533333333333338,21.0,2.0,edm,Calvin Harris,85.0,69.52380952380952,74.5,3.0
2018,93,panic! at the disco,panic! at the disco,True,12721192.0,76.0,0.5,3.135,2.0,1.0,emo,Panic! At The Disco,79.0,75.0,79.0,71.0
2018,94,lovelytheband,lovelytheband,False,,,,,,,,,,,,
2018,95,foster the people,foster the people,True,4025972.0,70.0,0.0,4.13,2.0,,,Foster The People,84.0,77.0,,70.0
2018,96,eric church,eric church,True,4141160.0,71.0,0.0,3.646,5.0,,country,Eric Church,78.0,60.6,,40.0
2018,97,chris young,chris young,True,2918794.0,65.0,0.0,3.3133333333333335,15.0,,country,Chris Young,69.0,48.06666666666667,,38.0
2018,98,a$ap ferg,a$ap ferg,True,4287336.0,68.0,1.0,3.8049999999999997,2.0,,rap,A$AP Ferg,68.0,66.5,,65.0
2018,99,a$ap rocky,a$ap rocky,True,17333176.0,82.0,1.0,3.585714285714286,7.0,3.0,rap,A$AP Rocky,84.0,73.85714285714286,74.66666666666667,54.0
2018,100,queen naija,queen naija,False,,,,,,,,,,,,
2019,1,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,17.0,pop,Post Malone,85.0,61.69879518072289,68.05882352941177,0.0
2019,2,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,14.0,pop,Ariana Grande,85.0,63.91489361702128,71.42857142857143,0.0
2019,3,billie ellish,billie ellish,False,,,,,,,,,,,,
2019,4,khalid,khalid,True,16946293.0,82.0,0.2222222222222222,3.3755555555555556,9.0,3.0,,Khalid,81.0,66.0,62.666666666666664,42.0
2019,5,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,1.0,rap,Drake,85.0,65.89285714285714,73.0,0.0
2019,6,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,1.0,rap,Travis Scott,84.0,69.9090909090909,83.0,34.0
2019,7,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,5.0,soft pop,Ed Sheeran,88.0,60.283018867924525,69.2,1.0
2019,8,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,19.0,country,Taylor Swift,97.0,60.04938271604938,73.78947368421052,0.0
2019,9,lil nas x,lil nas x,True,12310527.0,71.0,0.6,2.6399999999999997,10.0,4.0,,Lil Nas X,76.0,69.2,64.75,48.0
2019,10,halsey,halsey,True,22397897.0,80.0,0.3157894736842105,3.4200000000000004,19.0,2.0,,Halsey,83.0,40.89473684210526,1.0,0.0
2019,11,jonas borthers,jonas borthers,False,,,,,,,,,,,,
2019,12,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,1.0,melodic rap,Juice WRLD,82.0,60.857142857142854,3.0,3.0
2019,13,cardi b,cardi b,True,25960760.0,81.0,1.0,3.491818181818182,22.0,1.0,,Cardi B,79.0,64.77272727272727,79.0,44.0
2019,14,dababy,dababy,True,12955951.0,77.0,1.0,2.8000000000000003,3.0,2.0,,DaBaby,73.0,71.0,70.0,67.0
2019,15,bts,bts,True,81197976.0,85.0,0.0,3.9226666666666667,30.0,1.0,k-pop,BTS,79.0,57.43333333333333,76.0,0.0
2019,16,panic! at the disco,panic! at the disco,True,12721192.0,76.0,0.5,3.135,2.0,,emo,Panic! At The Disco,79.0,75.0,,71.0
2019,17,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,,country,Luke Combs,82.0,77.25,,75.0
2019,18,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,,,Lil Baby,79.0,63.13333333333333,,47.0
2019,19,shawn mendes,shawn mendes,True,45710657.0,81.0,0.043478260869565216,3.2399999999999998,23.0,4.0,,Shawn Mendes,86.0,58.78260869565217,74.5,0.0
2019,20,lizzo,lizzo,True,5739313.0,68.0,0.5,2.6775,8.0,4.0,,Lizzo,70.0,52.875,64.75,8.0
2019,21,meek mill,meek mill,True,8277770.0,72.0,1.0,3.0,1.0,,rap,Meek Mill,73.0,73.0,,73.0
2019,22,queen,queen,True,55209500.0,82.0,0.0,3.9033333333333338,6.0,,classic rock,Queen,82.0,65.33333333333333,,4.0
2019,23,dan + shay,dan + shay,True,3203185.0,66.0,0.0,3.203333333333333,3.0,,country,Dan + Shay,68.0,67.33333333333333,,67.0
2019,24,a boogie wit da hoodie,a boogie wit da hoodie,True,8987309.0,77.0,1.0,2.6633333333333336,3.0,,melodic rap,A Boogie Wit da Hoodie,76.0,74.66666666666667,,73.0
2019,25,p!nk,p!nk,True,18208465.0,78.0,0.5714285714285714,3.7085714285714286,14.0,,,P!nk,82.0,49.42857142857143,,0.0
2019,26,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,2.0,r&b,Chris Brown,83.0,59.333333333333336,81.5,0.0
2019,27,xxxtentacion,xxxtentacion,True,51727329.0,83.0,0.875,2.0925,8.0,,emo rap,XXXTENTACION,82.0,77.75,,68.0
2019,28,j. cole,j. cole,True,27077429.0,82.0,1.0,4.1466666666666665,9.0,1.0,rap,J. Cole,85.0,67.44444444444444,76.0,1.0
2019,29,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,,,Elton John,80.0,67.4,,53.0
2019,30,imagine dragons,imagine dragons,True,58375520.0,85.0,0.0,3.2058823529411766,17.0,,,Imagine Dragons,84.0,56.294117647058826,,0.0
2019,31,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,,reggaeton,Bad Bunny,91.0,73.33928571428571,,6.0
2019,32,kodak black,kodak black,True,12478974.0,79.0,0.7142857142857143,3.5714285714285716,7.0,,,Kodak Black,77.0,64.28571428571429,,50.0
2019,33,21 savage,21 savage,True,23822155.0,84.0,1.0,4.135714285714285,7.0,,,21 Savage,78.0,62.285714285714285,,3.0
2019,34,youngboy never broke again,youngboy never broke again,True,14958573.0,85.0,1.0,3.0680000000000005,5.0,1.0,,YoungBoy Never Broke Again,80.0,73.4,80.0,67.0
2019,35,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,2.0,melodic rap,Gunna,80.0,56.3,54.5,0.0
2019,36,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,,country,Kane Brown,68.0,58.75,,51.0
2019,37,lady gaga,lady gaga,True,42298315.0,89.0,0.15714285714285714,3.857,70.0,,art pop,Lady Gaga,91.0,57.18571428571428,,0.0
2019,38,marshmellow,marshmellow,False,,,,,,,,,,,,
2019,39,thomas rhett,thomas rhett,True,4984665.0,73.0,0.0,3.793333333333333,3.0,,country,Thomas Rhett,72.0,59.0,,43.0
2019,40,maroon 5,maroon 5,True,45777722.0,85.0,0.25,3.5746428571428575,28.0,1.0,pop,Maroon 5,84.0,56.892857142857146,33.0,0.0
2019,41,swae lee,swae lee,False,,,,,,,,,,,,
2019,42,camilia cabello,camilia cabello,False,,,,,,,,,,,,
2019,43,sam smith,sam smith,True,26278854.0,81.0,0.0,3.253846153846154,39.0,3.0,soft pop,Sam Smith,85.0,37.58974358974359,64.66666666666667,0.0
2019,44,ynw melly,ynw melly,True,12755534.0,71.0,1.0,4.115,2.0,,melodic rap,YNW Melly,76.0,73.5,,71.0
2019,45,the rolling stones,the rolling stones,True,15714574.0,77.0,0.0,4.46,3.0,,classic rock,The Rolling Stones,82.0,70.0,,56.0
2019,46,5 seconds of summer,5 seconds of summer,True,10246609.0,76.0,0.14285714285714285,3.2571428571428576,7.0,1.0,,5 Seconds of Summer,80.0,59.285714285714285,66.0,0.0
2019,47,lauren daigie,lauren daigie,False,,,,,,,,,,,,
2019,48,lil tecca,lil tecca,True,10172903.0,79.0,1.0,2.5833333333333335,3.0,1.0,melodic rap,Lil Tecca,82.0,72.66666666666667,82.0,58.0
2019,49,metallica,metallica,True,32177831.0,82.0,0.0,6.3374999999999995,4.0,,metal,Metallica,71.0,37.25,,2.0
2019,50,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,,,Bruno Mars,88.0,66.4074074074074,,0.0
2019,51,young thug,young thug,True,12421354.0,84.0,1.0,3.9425,4.0,2.0,rap,Young Thug,73.0,69.5,71.5,67.0
2019,52,ella mai,ella mai,True,6192505.0,69.0,0.0,3.9333333333333336,3.0,,r&b,Ella Mai,73.0,68.66666666666667,,65.0
2019,53,bradley cooper,bradley cooper,False,,,,,,,,,,,,
2019,54,lewis capaldi,lewis capaldi,True,14045780.0,79.0,0.0,3.4175000000000004,12.0,7.0,soft pop,Lewis Capaldi,86.0,67.66666666666667,75.57142857142857,2.0
2019,55,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,,rap,Eminem,87.0,56.25373134328358,,10.0
2019,56,jason aldean,jason aldean,True,7054208.0,75.0,0.0,3.6281818181818184,11.0,,country,Jason Aldean,76.0,58.81818181818182,,0.0
2019,57,nf,nf,True,11162039.0,76.0,0.0,3.53,1.0,,christian hip hop,NF,77.0,77.0,,77.0
2019,58,michael buble,michael buble,False,,,,,,,,,,,,
2019,59,ava max,ava max,True,7755194.0,77.0,0.0,2.8850000000000002,6.0,,,Ava Max,82.0,51.166666666666664,,3.0
2019,60,the beatles,the beatles,True,30726377.0,83.0,0.0,2.8875,20.0,,classic rock,The Beatles,82.0,56.9,,0.0
2019,61,normani,normani,True,2956534.0,66.0,1.0,2.84,1.0,,,Normani,44.0,44.0,,44.0
2019,62,florida georgia line,florida georgia line,True,5589342.0,70.0,0.0,3.5119999999999996,10.0,1.0,country,Florida Georgia Line,69.0,48.3,66.0,0.0
2019,63,twenty one pilots,twenty one pilots,True,25762646.0,83.0,0.0,3.8514285714285714,14.0,,,Twenty One Pilots,84.0,68.07142857142857,,39.0
2019,64,billy rae cyrus,billy rae cyrus,False,,,,,,,,,,,,
2019,65,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2019,66,summer walker,summer walker,True,8013600.0,76.0,0.75,3.3674999999999997,4.0,1.0,r&b,Summer Walker,78.0,55.75,73.0,0.0
2019,67,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,,country,Morgan Wallen,86.0,51.4,,33.0
2019,68,bastille,bastille,True,5647181.0,72.0,0.0,3.4633333333333334,3.0,,,Bastille,74.0,61.666666666666664,,41.0
2019,69,offset,offset,True,5610584.0,77.0,0.75,3.835,4.0,2.0,,Offset,81.0,50.25,60.0,0.0
2019,70,trippie redd,trippie redd,True,11010665.0,80.0,1.0,3.5949999999999998,2.0,,melodic rap,Trippie Redd,2.0,2.0,,2.0
2019,71,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,1.0,,"Tyler, The Creator",90.0,68.25,77.0,0.0
2019,72,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,,rap,Future,82.0,66.16666666666667,,53.0
2019,73,lil wayne,lil wayne,True,17938214.0,86.0,0.75,4.33,8.0,,rap,Lil Wayne,78.0,36.625,,0.0
2019,74,blake shelton,blake shelton,True,7507062.0,69.0,0.0,3.62875,8.0,1.0,country,Blake Shelton,66.0,58.25,66.0,36.0
2019,75,justin bieber,justin bieber,True,85050158.0,91.0,0.18181818181818182,3.001636363636363,55.0,,pop,Justin Bieber,91.0,66.27272727272727,,0.0
2019,76,city girls,city girls,False,,,,,,,,,,,,
2019,77,blueface,blueface,False,,,,,,,,,,,,
2019,78,carrie underwood,carrie underwood,True,6125781.0,68.0,0.0,3.33,1.0,,country,Carrie Underwood,76.0,76.0,,76.0
2019,79,kanye west,kanye west,True,31059657.0,89.0,0.6956521739130435,4.1643478260869555,23.0,1.0,rap,Kanye West,85.0,66.34782608695652,71.0,1.0
2019,80,dj khaled,dj khaled,True,12343335.0,73.0,1.0,3.9685714285714284,7.0,,,DJ Khaled,72.0,65.42857142857143,,60.0
2019,81,billy joel,billy joel,True,7402824.0,78.0,0.0,4.19,3.0,,soft rock,Billy Joel,83.0,81.66666666666667,,79.0
2019,82,eagles,eagles,True,12152190.0,75.0,0.0,6.52,1.0,,classic rock,Eagles,52.0,52.0,,52.0
2019,83,backstreet boys,backstreet boys,True,6711194.0,76.0,0.0,3.78,3.0,,,Backstreet Boys,83.0,76.66666666666667,,73.0
2019,84,paul mccartney,paul mccartney,False,,,,,,,,,,,,
2019,85,megan thee stallion,megan thee stallion,True,10895519.0,76.0,1.0,2.980952380952381,21.0,,,Megan Thee Stallion,72.0,52.0,,40.0
2019,86,maren morris,maren morris,True,888857.0,67.0,0.0,3.28,1.0,1.0,country,Maren Morris,66.0,66.0,66.0,66.0
2019,87,bazzi,bazzi,True,5506705.0,66.0,0.75,2.6875,4.0,2.0,,Bazzi,72.0,69.25,67.0,66.0
2019,88,mustard,mustard,True,1930877.0,71.0,1.0,3.2,1.0,1.0,,Mustard,72.0,72.0,72.0,72.0
2019,89,6ix9ine,6ix9ine,False,,,,,,,,,,,,
2019,90,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,,hip hop,Kendrick Lamar,89.0,72.54545454545455,,2.0
2019,91,polo g,polo g,True,13056061.0,76.0,1.0,2.81,2.0,1.0,,Polo G,73.0,64.5,73.0,56.0
2019,92,sheck wes,sheck wes,True,1781959.0,63.0,1.0,3.06,1.0,,,Sheck Wes,73.0,73.0,,73.0
2019,93,migos,migos,True,14641094.0,74.0,1.0,4.8919999999999995,5.0,,trap,Migos,71.0,28.4,,1.0
2019,94,lil uzi vert,lil uzi vert,True,19260805.0,82.0,1.0,2.9666666666666663,3.0,,melodic rap,Lil Uzi Vert,80.0,66.0,,46.0
2019,95,nipsey hussle,nipsey hussle,False,,,,,,,,,,,,
2019,96,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2019,97,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,1.0,r&b pop,The Weeknd,91.0,60.787234042553195,22.0,1.0
2019,98,eric church,eric church,True,4141160.0,71.0,0.0,3.646,5.0,,country,Eric Church,78.0,60.6,,40.0
2019,99,benny blanco,benny blanco,True,1628440.0,73.0,0.0,2.8666666666666667,3.0,,,benny blanco,76.0,70.33333333333333,,64.0
2019,100,luke bryan,luke bryan,True,9408174.0,74.0,0.0,3.6487499999999997,16.0,1.0,country,Luke Bryan,75.0,50.625,44.0,32.0
2020,1,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,,pop,Post Malone,85.0,61.69879518072289,,0.0
2020,2,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,4.0,melodic rap,Juice WRLD,82.0,60.857142857142854,68.0,3.0
2020,3,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,39.0,country,Taylor Swift,97.0,60.04938271604938,64.94871794871794,0.0
2020,4,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,4.0,rap,Drake,85.0,65.89285714285714,76.25,0.0
2020,5,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,,country,Luke Combs,82.0,77.25,,75.0
2020,6,dababy,dababy,True,12955951.0,77.0,1.0,2.8000000000000003,3.0,1.0,,DaBaby,73.0,71.0,73.0,67.0
2020,7,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,1.0,,Lil Baby,79.0,63.13333333333333,70.0,47.0
2020,8,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,7.0,r&b pop,The Weeknd,91.0,60.787234042553195,70.57142857142857,1.0
2020,9,pop smoke,pop smoke,True,15616692.0,76.0,1.0,2.9819999999999998,5.0,4.0,brooklyn drill,Pop Smoke,77.0,73.6,73.0,69.0
2020,10,billie eilish,billie eilish,True,118797451.0,90.0,0.09836065573770492,3.4967213114754094,61.0,3.0,alternative pop,Billie Eilish,94.0,73.88524590163935,70.33333333333333,17.0
2020,11,lil uzi vert,lil uzi vert,True,19260805.0,82.0,1.0,2.9666666666666663,3.0,,melodic rap,Lil Uzi Vert,80.0,66.0,,46.0
2020,12,roddy ricch,roddy ricch,True,11850722.0,74.0,1.0,3.1933333333333334,3.0,,melodic rap,Roddy Ricch,81.0,70.33333333333333,,60.0
2020,13,youngboy never broke again,youngboy never broke again,True,14958573.0,85.0,1.0,3.0680000000000005,5.0,,,YoungBoy Never Broke Again,80.0,73.4,,67.0
2020,14,harry styles,harry styles,True,34139515.0,80.0,0.0,3.5541935483870977,31.0,,pop rock,Harry Styles,87.0,66.29032258064517,,2.0
2020,15,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,5.0,reggaeton,Bad Bunny,91.0,73.33928571428571,75.6,6.0
2020,16,rod wave,rod wave,True,9673984.0,76.0,1.0,2.81,1.0,,,Rod Wave,70.0,70.0,,70.0
2020,17,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,1.0,rap,Eminem,87.0,56.25373134328358,80.0,10.0
2020,18,bts,bts,True,81197976.0,85.0,0.0,3.9226666666666667,30.0,3.0,k-pop,BTS,79.0,57.43333333333333,27.0,0.0
2020,19,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,,soft pop,Ed Sheeran,88.0,60.283018867924525,,1.0
2020,20,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,1.0,rap,Travis Scott,84.0,69.9090909090909,42.0,34.0
2020,21,khalid,khalid,True,16946293.0,82.0,0.2222222222222222,3.3755555555555556,9.0,1.0,,Khalid,81.0,66.0,63.0,42.0
2020,22,polo g,polo g,True,13056061.0,76.0,1.0,2.81,2.0,,,Polo G,73.0,64.5,,56.0
2020,23,xxxtentacion,xxxtentacion,True,51727329.0,83.0,0.875,2.0925,8.0,1.0,emo rap,XXXTENTACION,82.0,77.75,68.0,68.0
2020,24,a boogie wit da hoodie,a boogie wit da hoodie,True,8987309.0,77.0,1.0,2.6633333333333336,3.0,1.0,melodic rap,A Boogie Wit da Hoodie,76.0,74.66666666666667,73.0,73.0
2020,25,the beatles,the beatles,True,30726377.0,83.0,0.0,2.8875,20.0,,classic rock,The Beatles,82.0,56.9,,0.0
2020,26,summer walker,summer walker,True,8013600.0,76.0,0.75,3.3674999999999997,4.0,,r&b,Summer Walker,78.0,55.75,,0.0
2020,27,trippie redd,trippie redd,True,11010665.0,80.0,1.0,3.5949999999999998,2.0,,melodic rap,Trippie Redd,2.0,2.0,,2.0
2020,28,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,,melodic rap,Gunna,80.0,56.3,,0.0
2020,29,young thug,young thug,True,12421354.0,84.0,1.0,3.9425,4.0,,rap,Young Thug,73.0,69.5,,67.0
2020,30,queen,queen,True,55209500.0,82.0,0.0,3.9033333333333338,6.0,,classic rock,Queen,82.0,65.33333333333333,,4.0
2020,31,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,16.0,pop,Ariana Grande,85.0,63.91489361702128,63.0625,0.0
2020,32,justin bieber,justin bieber,True,85050158.0,91.0,0.18181818181818182,3.001636363636363,55.0,4.0,pop,Justin Bieber,91.0,66.27272727272727,67.75,0.0
2020,33,mac miller,mac miller,True,12177441.0,81.0,0.5,5.725,2.0,1.0,,Mac Miller,74.0,71.5,69.0,69.0
2020,34,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,,hip hop,Kendrick Lamar,89.0,72.54545454545455,,2.0
2020,35,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,1.0,country,Kane Brown,68.0,58.75,65.0,51.0
2020,36,lewis capaldi,lewis capaldi,True,14045780.0,79.0,0.0,3.4175000000000004,12.0,,soft pop,Lewis Capaldi,86.0,67.66666666666667,,2.0
2020,37,halsey,halsey,True,22397897.0,80.0,0.3157894736842105,3.4200000000000004,19.0,4.0,,Halsey,83.0,40.89473684210526,62.0,0.0
2020,38,lady gaga,lady gaga,True,42298315.0,89.0,0.15714285714285714,3.857,70.0,4.0,art pop,Lady Gaga,91.0,57.18571428571428,67.0,0.0
2020,39,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,,country,Morgan Wallen,86.0,51.4,,33.0
2020,40,nf,nf,True,11162039.0,76.0,0.0,3.53,1.0,,christian hip hop,NF,77.0,77.0,,77.0
2020,41,doja cat,doja cat,True,34748949.0,86.0,0.9666666666666667,3.3406666666666665,30.0,1.0,,Doja Cat,84.0,68.66666666666667,74.0,8.0
2020,42,jhene aiko,jhene aiko,False,,,,,,,,,,,,
2020,43,lizzo,lizzo,True,5739313.0,68.0,0.5,2.6775,8.0,,,Lizzo,70.0,52.875,,8.0
2020,44,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2020,45,jackboys,jackboys,True,1315942.0,62.0,1.0,2.62,1.0,,,JACKBOYS,75.0,75.0,,75.0
2020,46,blake shelton,blake shelton,True,7507062.0,69.0,0.0,3.62875,8.0,,country,Blake Shelton,66.0,58.25,,36.0
2020,47,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,1.0,r&b,Chris Brown,83.0,59.333333333333336,77.0,0.0
2020,48,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,,,Elton John,80.0,67.4,,53.0
2020,49,moneybagg yo,moneybagg yo,False,,,,,,,,,,,,
2020,50,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,1.0,rap,Future,82.0,66.16666666666667,72.0,53.0
2020,51,michael jackson,michael jackson,True,37462708.0,85.0,0.0,4.552380952380953,21.0,,,Michael Jackson,85.0,69.04761904761905,,49.0
2020,52,megan thee stallion,megan thee stallion,True,10895519.0,76.0,1.0,2.980952380952381,21.0,1.0,,Megan Thee Stallion,72.0,52.0,59.0,40.0
2020,53,tory lanez,tory lanez,True,8276031.0,79.0,0.25,2.6925,4.0,2.0,,Tory Lanez,84.0,71.0,63.5,56.0
2020,54,camila cabello,camila cabello,True,35582423.0,78.0,0.0,3.382,20.0,,,Camila Cabello,79.0,55.5,,3.0
2020,55,imagine dragons,imagine dragons,True,58375520.0,85.0,0.0,3.2058823529411766,17.0,,,Imagine Dragons,84.0,56.294117647058826,,0.0
2020,56,bob marley and the wailers,bob marley and the wailers,False,,,,,,,,,,,,
2020,57,dua lipa,dua lipa,True,46895665.0,85.0,0.09523809523809523,3.393571428571428,42.0,15.0,pop,Dua Lipa,81.0,55.80952380952381,54.666666666666664,6.0
2020,58,creedence clearwater revival,creedence clearwater revival,True,7945600.0,77.0,0.0,2.865,2.0,,classic rock,Creedence Clearwater Revival,85.0,72.5,,60.0
2020,59,jason aldean,jason aldean,True,7054208.0,75.0,0.0,3.6281818181818184,11.0,,country,Jason Aldean,76.0,58.81818181818182,,0.0
2020,60,lil wayne,lil wayne,True,17938214.0,86.0,0.75,4.33,8.0,,rap,Lil Wayne,78.0,36.625,,0.0
2020,61,lil durk,lil durk,True,9504357.0,78.0,1.0,3.34,3.0,1.0,chicago drill,Lil Durk,66.0,61.666666666666664,64.0,55.0
2020,62,lil tjay,lil tjay,True,10192579.0,74.0,1.0,3.42,1.0,,brooklyn drill,Lil Tjay,75.0,75.0,,75.0
2020,63,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2020,64,tom petty and the heartbreakers,tom petty and the heartbreakers,False,,,,,,,,,,,,
2020,65,journey,journey,True,6510494.0,73.0,0.0,4.1775,4.0,,aor,Journey,83.0,59.75,,27.0
2020,66,lil mosey,lil mosey,True,5982826.0,64.0,1.0,2.7,1.0,1.0,melodic rap,Lil Mosey,70.0,70.0,70.0,70.0
2020,67,mustard,mustard,True,1930877.0,71.0,1.0,3.2,1.0,,,Mustard,72.0,72.0,,72.0
2020,68,cardi b,cardi b,True,25960760.0,81.0,1.0,3.491818181818182,22.0,1.0,,Cardi B,79.0,64.77272727272727,74.0,44.0
2020,69,lil nas x,lil nas x,True,12310527.0,71.0,0.6,2.6399999999999997,10.0,,,Lil Nas X,76.0,69.2,,48.0
2020,70,ynw melly,ynw melly,True,12755534.0,71.0,1.0,4.115,2.0,1.0,melodic rap,YNW Melly,76.0,73.5,71.0,71.0
2020,71,frank sinatra,frank sinatra,False,,,,,,,,,,,,
2020,72,2pac,2pac,True,22555572.0,78.0,1.0,4.91,4.0,,old school hip hop,2Pac,80.0,72.5,,52.0
2020,73,maren morris,maren morris,True,888857.0,67.0,0.0,3.28,1.0,,country,Maren Morris,66.0,66.0,,66.0
2020,74,lauren daigle,lauren daigle,True,3134316.0,67.0,0.0,4.57,1.0,,christian,Lauren Daigle,74.0,74.0,,74.0
2020,75,ac/dc,ac/dc,True,32304988.0,80.0,0.0,4.2,3.0,,rock,AC/DC,85.0,84.66666666666667,,84.0
2020,76,shawn mendes,shawn mendes,True,45710657.0,81.0,0.043478260869565216,3.2399999999999998,23.0,4.0,,Shawn Mendes,86.0,58.78260869565217,67.25,0.0
2020,77,j. cole,j. cole,True,27077429.0,82.0,1.0,4.1466666666666665,9.0,,rap,J. Cole,85.0,67.44444444444444,,1.0
2020,78,eagles,eagles,True,12152190.0,75.0,0.0,6.52,1.0,,classic rock,Eagles,52.0,52.0,,52.0
2020,79,tones and i,tones and i,True,3006445.0,69.0,0.0,3.49,2.0,,,Tones And I,73.0,70.0,,67.0
2020,80,dan + shay,dan + shay,True,3203185.0,66.0,0.0,3.203333333333333,3.0,,country,Dan + Shay,68.0,67.33333333333333,,67.0
2020,81,jack harlow,jack harlow,True,4350533.0,75.0,1.0,3.004,5.0,2.0,,Jack Harlow,77.0,53.8,63.5,4.0
2020,82,elvis presley,elvis presley,False,,,,,,,,,,,,
2020,83,lil tecca,lil tecca,True,10172903.0,79.0,1.0,2.5833333333333335,3.0,,melodic rap,Lil Tecca,82.0,72.66666666666667,,58.0
2020,84,sam hunt,sam hunt,True,2473903.0,65.0,0.0,3.6075,4.0,,country,Sam Hunt,66.0,53.0,,38.0
2020,85,selena gomez,selena gomez,True,53267200.0,81.0,0.0,3.436,20.0,3.0,,Selena Gomez,77.0,56.7,61.333333333333336,0.0
2020,86,guns n' roses,guns n' roses,True,35214496.0,80.0,0.6666666666666666,6.126666666666666,6.0,,rock,Guns N' Roses,82.0,19.333333333333332,,1.0
2020,87,sza,sza,True,33068979.0,87.0,0.625,3.028125,16.0,3.0,r&b,SZA,85.0,70.875,65.33333333333333,56.0
2020,88,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,,,Bruno Mars,88.0,66.4074074074074,,0.0
2020,89,nirvana,nirvana,True,23398010.0,81.0,0.02197802197802198,3.6468131868131866,91.0,,grunge,Nirvana,84.0,32.45054945054945,,5.0
2020,90,pentatonix,pentatonix,False,,,,,,,,,,,,
