year,rank,artist,artist_normalized,has_spotify_match,artist_followers_max,artist_popularity_max,explicit_track_share,mean_track_duration_min,n_tracks_in_dataset,n_tracks_released_in_chart_year,primary_genre,spotify_display_name,track_popularity_max,track_popularity_mean,track_popularity_mean_in_chart_year,track_popularity_min
2022,91,stephanie beatriz,stephanie beatriz,False,,,,,,,,,,,,
2022,92,baby keem,baby keem,True,3128839.0,72.0,1.0,3.18,2.0,,,Baby Keem,77.0,76.0,,75.0
2022,93,rauw alejandro,rauw alejandro,True,31093918.0,88.0,1.0,3.32,1.0,,reggaeton,Rauw Alejandro,78.0,78.0,,78.0
2022,94,brent faiyaz,brent faiyaz,True,7897022.0,80.0,1.0,3.94,1.0,,r&b,Brent Faiyaz,63.0,63.0,,63.0
2022,95,jessica darrow,jessica darrow,False,,,,,,,,,,,,
2022,96,chencho corleone,chencho corleone,False,,,,,,,,,,,,
2022,97,coldplay,coldplay,True,60830643.0,88.0,0.0,4.307435897435898,39.0,,,Coldplay,90.0,67.2051282051282,,37.0
2022,98,ckay,ckay,True,1686077.0,66.0,1.0,2.43,1.0,,afrobeats,CKay,75.0,75.0,,75.0
2022,99,nirvana,nirvana,True,23398010.0,81.0,0.02197802197802198,3.6468131868131866,91.0,,grunge,Nirvana,84.0,32.45054945054945,,5.0
2022,100,21 savage,21 savage,True,23822155.0,84.0,1.0,4.135714285714285,7.0,,,21 Savage,78.0,62.285714285714285,,3.0
2023,1,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,9.0,country,Taylor Swift,97.0,60.04938271604938,71.66666666666667,0.0
2023,2,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,2.0,country,Morgan Wallen,86.0,51.4,34.0,33.0
2023,3,sza,sza,True,33068979.0,87.0,0.625,3.028125,16.0,1.0,r&b,SZA,85.0,70.875,56.0,56.0
2023,4,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,4.0,rap,Drake,85.0,65.89285714285714,74.25,0.0
2023,5,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,1.0,country,Luke Combs,82.0,77.25,82.0,75.0
2023,6,zach bryan,zach bryan,True,7325625.0,84.0,0.0,3.51,2.0,1.0,country,Zach Bryan,85.0,84.0,85.0,83.0
2023,7,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,7.0,r&b pop,The Weeknd,91.0,60.787234042553195,70.0,1.0
2023,8,21 savage,21 savage,True,23822155.0,84.0,1.0,4.135714285714285,7.0,,,21 Savage,78.0,62.285714285714285,,3.0
2023,9,miley cyrus,miley cyrus,True,26568626.0,81.0,0.22580645161290322,3.451935483870968,62.0,17.0,country pop,Miley Cyrus,84.0,50.596774193548384,50.94117647058823,0.0
2023,10,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,11.0,pop,Post Malone,85.0,61.69879518072289,56.72727272727273,0.0
2023,11,metro boomin,metro boomin,True,11687489.0,84.0,1.0,3.3155555555555556,9.0,,,Metro Boomin,83.0,75.0,,62.0
2023,12,peso pluma,peso pluma,True,23973526.0,86.0,1.0,3.28,1.0,1.0,corrido,Peso Pluma,71.0,71.0,71.0,71.0
2023,13,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,6.0,rap,Travis Scott,84.0,69.9090909090909,74.0,34.0
2023,14,harry styles,harry styles,True,34139515.0,80.0,0.0,3.5541935483870977,31.0,,pop rock,Harry Styles,87.0,66.29032258064517,,2.0
2023,15,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,22.0,reggaeton,Bad Bunny,91.0,73.33928571428571,68.72727272727273,6.0
2023,16,olivia rodrigo,olivia rodrigo,True,49083617.0,85.0,0.36764705882352944,3.050588235294118,68.0,16.0,pop rock,Olivia Rodrigo,86.0,60.5735294117647,65.9375,2.0
2023,17,bailey zimmerman,bailey zimmerman,False,,,,,,,,,,,,
2023,18,rod wave,rod wave,True,9673984.0,76.0,1.0,2.81,1.0,,,Rod Wave,70.0,70.0,,70.0
2023,19,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,,,Lil Baby,79.0,63.13333333333333,,47.0
2023,20,beyonce,beyonce,False,,,,,,,,,,,,
2023,21,lil uzi vert,lil uzi vert,True,19260805.0,82.0,1.0,2.9666666666666663,3.0,1.0,melodic rap,Lil Uzi Vert,80.0,66.0,72.0,46.0
2023,22,ed sheeran,ed sheeran,True,122802777.0,88.0,0.018867924528301886,3.8866037735849064,53.0,1.0,soft pop,Ed Sheeran,88.0,60.283018867924525,3.0,1.0
2023,23,karol g,karol g,True,60395783.0,87.0,0.5555555555555556,3.17,9.0,3.0,reggaeton,KAROL G,83.0,68.77777777777777,64.66666666666667,44.0
2023,24,lil durk,lil durk,True,9504357.0,78.0,1.0,3.34,3.0,1.0,chicago drill,Lil Durk,66.0,61.666666666666664,66.0,55.0
2023,25,ice spice,ice spice,True,4787436.0,69.0,1.0,2.0549999999999997,2.0,1.0,,Ice Spice,67.0,64.0,61.0,61.0
2023,26,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,1.0,melodic rap,Gunna,80.0,56.3,78.0,0.0
2023,27,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,1.0,r&b,Chris Brown,83.0,59.333333333333336,77.0,0.0
2023,28,doja cat,doja cat,True,34748949.0,86.0,0.9666666666666667,3.3406666666666665,30.0,5.0,,Doja Cat,84.0,68.66666666666667,72.8,8.0
2023,29,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,,hip hop,Kendrick Lamar,89.0,72.54545454545455,,2.0
2023,30,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,3.0,,"Tyler, The Creator",90.0,68.25,43.333333333333336,0.0
2023,31,jelly roll,jelly roll,True,6099725.0,79.0,0.0,3.02,1.0,,country hip hop,Jelly Roll,65.0,65.0,,65.0
2023,32,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,,rap,Future,82.0,66.16666666666667,,53.0
2023,33,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,,melodic rap,Juice WRLD,82.0,60.857142857142854,,3.0
2023,34,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,,country,Kane Brown,68.0,58.75,,51.0
2023,35,nicki minaj,nicki minaj,True,34297934.0,84.0,0.8888888888888888,3.506111111111111,18.0,4.0,,Nicki Minaj,78.0,53.55555555555556,59.5,0.0
2023,36,lainey wilson,lainey wilson,True,1538992.0,73.0,0.0,3.76,1.0,,country,Lainey Wilson,69.0,69.0,,69.0
2023,37,jordan davis,jordan davis,True,1615711.0,71.0,0.0,2.88,1.0,,country,Jordan Davis,70.0,70.0,,70.0
2023,38,fuerza regida,fuerza regida,True,19797218.0,89.0,1.0,3.01,2.0,,corrido,Fuerza Regida,87.0,87.0,,87.0
2023,39,grupo frontera,grupo frontera,True,7470903.0,83.0,0.0,3.24,1.0,1.0,cumbia norteña,Grupo Frontera,75.0,75.0,75.0,75.0
2023,40,rihanna,rihanna,True,69050055.0,90.0,0.3269230769230769,3.88,52.0,,pop,Rihanna,87.0,65.57692307692308,,0.0
2023,41,rema,rema,True,8672431.0,76.0,0.0,3.98,1.0,,afrobeats,Rema,79.0,79.0,,79.0
2023,42,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,,,Elton John,80.0,67.4,,53.0
2023,43,billie eilish,billie eilish,True,118797451.0,90.0,0.09836065573770492,3.4967213114754094,61.0,1.0,alternative pop,Billie Eilish,94.0,73.88524590163935,84.0,17.0
2023,44,dua lipa,dua lipa,True,46895665.0,85.0,0.09523809523809523,3.393571428571428,42.0,2.0,pop,Dua Lipa,81.0,55.80952380952381,46.0,6.0
2023,45,miguel,miguel,True,6132588.0,78.0,0.25,3.3200000000000003,4.0,1.0,r&b,Miguel,84.0,72.75,62.0,62.0
2023,46,selena gomez,selena gomez,True,53267200.0,81.0,0.0,3.436,20.0,1.0,,Selena Gomez,77.0,56.7,65.0,0.0
2023,47,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2023,48,hardy,hardy,False,,,,,,,,,,,,
2023,49,toosii,toosii,True,2342730.0,63.0,0.0,3.47,1.0,1.0,,Toosii,64.0,64.0,64.0,64.0
2023,50,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,,rap,Eminem,87.0,56.25373134328358,,10.0
2023,51,steve lacy,steve lacy,True,6429788.0,77.0,0.6,3.2340000000000004,5.0,,,Steve Lacy,83.0,62.0,,4.0
2023,52,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2023,53,sam smith,sam smith,True,26278854.0,81.0,0.0,3.253846153846154,39.0,23.0,soft pop,Sam Smith,85.0,37.58974358974359,27.217391304347824,0.0
2023,54,jvke,jvke,True,5812926.0,75.0,0.0,3.48,2.0,,,JVKE,79.0,40.0,,1.0
2023,55,lana del rey,lana del rey,True,51847587.0,88.0,0.26262626262626265,4.417575757575757,99.0,5.0,alternative pop,Lana Del Rey,87.0,63.17171717171717,73.2,31.0
2023,56,noah kahan,noah kahan,True,4379868.0,82.0,0.0,3.835,2.0,1.0,,Noah Kahan,84.0,79.5,75.0,75.0
2023,57,coi leray,coi leray,True,932488.0,66.0,1.0,2.32,1.0,,,Coi Leray,68.0,68.0,,68.0
2023,58,j. cole,j. cole,True,27077429.0,82.0,1.0,4.1466666666666665,9.0,,rap,J. Cole,85.0,67.44444444444444,,1.0
2023,59,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,3.0,pop,Ariana Grande,85.0,63.91489361702128,48.666666666666664,0.0
2023,60,lizzo,lizzo,True,5739313.0,68.0,0.5,2.6775,8.0,2.0,,Lizzo,70.0,52.875,46.0,8.0
2023,61,eslabon armado,eslabon armado,True,6442976.0,75.0,0.0,2.76,1.0,1.0,corridos tumbados,Eslabon Armado,75.0,75.0,75.0,75.0
2023,62,david guetta,david guetta,True,27143729.0,87.0,0.14814814814814814,3.2729629629629637,27.0,1.0,edm,David Guetta,84.0,60.96296296296296,78.0,1.0
2023,63,michael jackson,michael jackson,True,37462708.0,85.0,0.0,4.552380952380953,21.0,,,Michael Jackson,85.0,69.04761904761905,,49.0
2023,64,mariah carey,mariah carey,True,11913071.0,79.0,0.0,4.02,2.0,,christmas,Mariah Carey,81.0,79.5,,78.0
2023,65,lady gaga,lady gaga,True,42298315.0,89.0,0.15714285714285714,3.857,70.0,,art pop,Lady Gaga,91.0,57.18571428571428,,0.0
2023,66,kanye west,kanye west,True,31059657.0,89.0,0.6956521739130435,4.1643478260869555,23.0,,rap,Kanye West,85.0,66.34782608695652,,1.0
2023,67,meghan trainor,meghan trainor,True,15744271.0,74.0,0.2,3.1399999999999997,5.0,,,Meghan Trainor,78.0,71.2,,64.0
2023,68,frank ocean,frank ocean,True,20293960.0,84.0,0.6666666666666666,5.028333333333333,6.0,,,Frank Ocean,86.0,68.83333333333333,,2.0
2023,69,bebe rexha,bebe rexha,True,9839947.0,76.0,0.0,2.856,5.0,1.0,,Bebe Rexha,70.0,58.4,39.0,39.0
2023,70,kim petras,kim petras,True,1192996.0,70.0,0.5,2.895,2.0,,,Kim Petras,57.0,28.5,,0.0
2023,71,tyler hubbard,tyler hubbard,False,,,,,,,,,,,,
2023,72,nat king cole,nat king cole,False,,,,,,,,,,,,
2023,73,metallica,metallica,True,32177831.0,82.0,0.0,6.3374999999999995,4.0,,metal,Metallica,71.0,37.25,,2.0
2023,74,youngboy never broke again,youngboy never broke again,True,14958573.0,85.0,1.0,3.0680000000000005,5.0,,,YoungBoy Never Broke Again,80.0,73.4,,67.0
2023,75,fifty fifty,fifty fifty,True,1990839.0,63.0,0.0,2.6950000000000003,2.0,2.0,k-pop,FIFTY FIFTY,45.0,25.5,25.5,6.0
2023,76,brenda lee,brenda lee,False,,,,,,,,,,,,
2023,77,queen,queen,True,55209500.0,82.0,0.0,3.9033333333333338,6.0,,classic rock,Queen,82.0,65.33333333333333,,4.0
2023,78,jason aldean,jason aldean,True,7054208.0,75.0,0.0,3.6281818181818184,11.0,,country,Jason Aldean,76.0,58.81818181818182,,0.0
2023,79,stephen sanchez,stephen sanchez,True,1874891.0,71.0,0.0,2.9800000000000004,4.0,,,Stephen Sanchez,78.0,74.5,,64.0
2023,80,megan moroney,megan moroney,True,1163610.0,73.0,0.0,3.04,1.0,,country,Megan Moroney,76.0,76.0,,76.0
2023,81,tyler childers,tyler childers,False,,,,,,,,,,,,
2023,82,brent faiyaz,brent faiyaz,True,7897022.0,80.0,1.0,3.94,1.0,,r&b,Brent Faiyaz,63.0,63.0,,63.0
2023,83,michael buble,michael buble,False,,,,,,,,,,,,
2023,84,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,,,Bruno Mars,88.0,66.4074074074074,,0.0
2023,85,elvis presley,elvis presley,False,,,,,,,,,,,,
2023,86,newjeans,newjeans,True,11611877.0,77.0,0.0,2.83,2.0,1.0,k-pop,NewJeans,79.0,78.5,78.0,78.0
2023,87,young thug,young thug,True,12421354.0,84.0,1.0,3.9425,4.0,,rap,Young Thug,73.0,69.5,,67.0
2023,88,creedence clearwater revival,creedence clearwater revival,True,7945600.0,77.0,0.0,2.865,2.0,,classic rock,Creedence Clearwater Revival,85.0,72.5,,60.0
2023,89,burl ives,burl ives,False,,,,,,,,,,,,
2023,90,melanie martinez,melanie martinez,True,22220366.0,75.0,0.45454545454545453,3.5763636363636366,11.0,1.0,,Melanie Martinez,73.0,64.54545454545455,53.0,50.0
2023,91,bobby helms,bobby helms,False,,,,,,,,,,,,
2023,92,kali uchis,kali uchis,True,9475754.0,83.0,0.0,3.4050000000000002,8.0,3.0,,Kali Uchis,82.0,74.625,69.0,54.0
2023,93,p!nk,p!nk,True,18208465.0,78.0,0.5714285714285714,3.7085714285714286,14.0,,,P!nk,82.0,49.42857142857143,,0.0
2023,94,imagine dragons,imagine dragons,True,58375520.0,85.0,0.0,3.2058823529411766,17.0,,,Imagine Dragons,84.0,56.294117647058826,,0.0
2023,95,guns n' roses,guns n' roses,True,35214496.0,80.0,0.6666666666666666,6.126666666666666,6.0,,rock,Guns N' Roses,82.0,19.333333333333332,,1.0
2023,96,coldplay,coldplay,True,60830643.0,88.0,0.0,4.307435897435898,39.0,,,Coldplay,90.0,67.2051282051282,,37.0
2023,97,andy williams,andy williams,False,,,,,,,,,,,,
2023,98,the kid laroi,the kid laroi,True,6596750.0,79.0,0.7272727272727273,2.5145454545454546,11.0,4.0,,The Kid LAROI,86.0,56.09090909090909,64.25,3.0
2023,99,kelly clarkson,kelly clarkson,True,10961941.0,72.0,0.0,3.59375,8.0,,christmas,Kelly Clarkson,75.0,56.125,,1.0
2023,100,polo g,polo g,True,13056061.0,76.0,1.0,2.81,2.0,,,Polo G,73.0,64.5,,56.0
2024,1,taylor swift,taylor swift,True,145542136.0,100.0,0.1419753086419753,3.89679012345679,324.0,40.0,country,Taylor Swift,97.0,60.04938271604938,69.675,0.0
2024,2,morgan wallen,morgan wallen,True,14005617.0,88.0,0.4,2.9240000000000004,5.0,,country,Morgan Wallen,86.0,51.4,,33.0
2024,3,zach bryan,zach bryan,True,7325625.0,84.0,0.0,3.51,2.0,1.0,country,Zach Bryan,85.0,84.0,83.0,83.0
2024,4,drake,drake,True,103126025.0,95.0,0.8690476190476191,3.8779761904761907,84.0,1.0,rap,Drake,85.0,65.89285714285714,70.0,0.0
2024,5,sabrina carpenter,sabrina carpenter,True,26559943.0,91.0,0.6764705882352942,3.0508823529411764,34.0,15.0,pop,Sabrina Carpenter,92.0,79.5,75.73333333333333,59.0
2024,6,billie eilish,billie eilish,True,118797451.0,90.0,0.09836065573770492,3.4967213114754094,61.0,10.0,alternative pop,Billie Eilish,94.0,73.88524590163935,82.2,17.0
2024,7,sza,sza,True,33068979.0,87.0,0.625,3.028125,16.0,2.0,r&b,SZA,85.0,70.875,77.5,56.0
2024,8,luke combs,luke combs,True,13402920.0,83.0,0.0,3.8375,4.0,,country,Luke Combs,82.0,77.25,,75.0
2024,9,post malone,post malone,True,47726839.0,86.0,0.7108433734939759,3.3266265060240965,83.0,19.0,pop,Post Malone,85.0,61.69879518072289,64.05263157894737,0.0
2024,10,kendrick lamar,kendrick lamar,True,44606446.0,89.0,0.7272727272727273,3.427272727272727,11.0,4.0,hip hop,Kendrick Lamar,89.0,72.54545454545455,83.25,2.0
2024,11,chappell roan,chappell roan,True,7310428.0,82.0,0.2777777777777778,3.5883333333333334,18.0,1.0,,Chappell Roan,89.0,73.61111111111111,89.0,62.0
2024,12,teddy swims,teddy swims,True,5674855.0,83.0,0.0,3.373333333333333,3.0,1.0,,Teddy Swims,89.0,84.66666666666667,79.0,79.0
2024,13,noah kahan,noah kahan,True,4379868.0,82.0,0.0,3.835,2.0,,,Noah Kahan,84.0,79.5,,75.0
2024,14,olivia rodrigo,olivia rodrigo,True,49083617.0,85.0,0.36764705882352944,3.050588235294118,68.0,17.0,pop rock,Olivia Rodrigo,86.0,60.5735294117647,63.411764705882355,2.0
2024,15,benson boone,benson boone,True,7055537.0,83.0,0.0,3.012857142857143,7.0,5.0,,Benson Boone,88.0,79.0,79.2,69.0
2024,16,doja cat,doja cat,True,34748949.0,86.0,0.9666666666666667,3.3406666666666665,30.0,1.0,,Doja Cat,84.0,68.66666666666667,54.0,8.0
2024,17,future,future,True,22688560.0,88.0,1.0,3.5849999999999995,24.0,18.0,rap,Future,82.0,66.16666666666667,63.72222222222222,53.0
2024,18,ariana grande,ariana grande,True,107418606.0,90.0,0.4148936170212766,3.3245744680851064,94.0,15.0,pop,Ariana Grande,85.0,63.91489361702128,69.0,0.0
2024,19,travis scott,travis scott,True,41131037.0,89.0,0.9090909090909091,3.610606060606061,33.0,,rap,Travis Scott,84.0,69.9090909090909,,34.0
2024,20,bad bunny,bad bunny,True,102610644.0,95.0,0.8035714285714286,3.6501785714285715,56.0,,reggaeton,Bad Bunny,91.0,73.33928571428571,,6.0
2024,21,hozier,hozier,True,9114093.0,82.0,0.0,4.111818181818182,11.0,3.0,,Hozier,83.0,53.54545454545455,56.0,0.0
2024,22,shaboozey,shaboozey,True,1449816.0,76.0,0.5,3.0700000000000003,2.0,1.0,,Shaboozey,82.0,69.0,82.0,56.0
2024,23,jelly roll,jelly roll,True,6099725.0,79.0,0.0,3.02,1.0,1.0,country hip hop,Jelly Roll,65.0,65.0,65.0,65.0
2024,24,metro boomin,metro boomin,True,11687489.0,84.0,1.0,3.3155555555555556,9.0,,,Metro Boomin,83.0,75.0,,62.0
2024,25,tate mcrae,tate mcrae,True,9265406.0,88.0,0.6041666666666666,2.84375,48.0,2.0,pop,Tate McRae,91.0,66.25,61.5,4.0
2024,26,beyonce,beyonce,False,,,,,,,,,,,,
2024,27,21 savage,21 savage,True,23822155.0,84.0,1.0,4.135714285714285,7.0,1.0,,21 Savage,78.0,62.285714285714285,78.0,3.0
2024,28,chris stapleton,chris stapleton,True,9020741.0,81.0,0.0,4.88,1.0,,country,Chris Stapleton,84.0,84.0,,84.0
2024,29,eminem,eminem,True,104584370.0,88.0,0.9850746268656716,4.441940298507464,67.0,2.0,rap,Eminem,87.0,56.25373134328358,73.0,10.0
2024,30,the weeknd,the weeknd,True,113039308.0,94.0,0.49645390070921985,4.3803546099290775,141.0,7.0,r&b pop,The Weeknd,91.0,60.787234042553195,42.714285714285715,1.0
2024,31,dua lipa,dua lipa,True,46895665.0,85.0,0.09523809523809523,3.393571428571428,42.0,4.0,pop,Dua Lipa,81.0,55.80952380952381,58.25,6.0
2024,32,tommy richman,tommy richman,True,938200.0,68.0,0.5,2.38,2.0,2.0,,Tommy Richman,82.0,77.0,77.0,72.0
2024,33,nicki minaj,nicki minaj,True,34297934.0,84.0,0.8888888888888888,3.506111111111111,18.0,,,Nicki Minaj,78.0,53.55555555555556,,0.0
2024,34,jack harlow,jack harlow,True,4350533.0,75.0,1.0,3.004,5.0,,,Jack Harlow,77.0,53.8,,4.0
2024,35,ye,ye,False,,,,,,,,,,,,
2024,36,peso pluma,peso pluma,True,23973526.0,86.0,1.0,3.28,1.0,,corrido,Peso Pluma,71.0,71.0,,71.0
2024,37,fuerza regida,fuerza regida,True,19797218.0,89.0,1.0,3.01,2.0,,corrido,Fuerza Regida,87.0,87.0,,87.0
2024,38,karol g,karol g,True,60395783.0,87.0,0.5555555555555556,3.17,9.0,1.0,reggaeton,KAROL G,83.0,68.77777777777777,83.0,44.0
2024,39,glorilla,glorilla,False,,,,,,,,,,,,
2024,40,gunna,gunna,True,10353625.0,85.0,1.0,2.717,10.0,2.0,melodic rap,Gunna,80.0,56.3,69.0,0.0
2024,41,rod wave,rod wave,True,9673984.0,76.0,1.0,2.81,1.0,,,Rod Wave,70.0,70.0,,70.0
2024,42,sexyy red,sexyy red,False,,,,,,,,,,,,
2024,43,bailey zimmerman,bailey zimmerman,False,,,,,,,,,,,,
2024,44,charli xcx,charli xcx,True,6322030.0,82.0,0.2413793103448276,2.8613793103448275,29.0,20.0,hyperpop,Charli xcx,85.0,65.58620689655173,68.9,27.0
2024,45,megan thee stallion,megan thee stallion,True,10895519.0,76.0,1.0,2.980952380952381,21.0,19.0,,Megan Thee Stallion,72.0,52.0,50.89473684210526,40.0
2024,46,cody johnson,cody johnson,True,1943383.0,73.0,0.0,3.29,1.0,1.0,texas country,Cody Johnson,75.0,75.0,75.0,75.0
2024,47,miley cyrus,miley cyrus,True,26568626.0,81.0,0.22580645161290322,3.451935483870968,62.0,,country pop,Miley Cyrus,84.0,50.596774193548384,,0.0
2024,48,bryson tiller,bryson tiller,True,10566213.0,80.0,0.75,3.3425,4.0,1.0,trap soul,Bryson Tiller,83.0,79.0,76.0,76.0
2024,49,j. cole,j. cole,True,27077429.0,82.0,1.0,4.1466666666666665,9.0,,rap,J. Cole,85.0,67.44444444444444,,1.0
2024,50,tyla,tyla,True,3509163.0,77.0,0.0,2.895,4.0,2.0,afrobeats,Tyla,82.0,72.5,71.5,63.0
2024,51,lainey wilson,lainey wilson,True,1538992.0,73.0,0.0,3.76,1.0,,country,Lainey Wilson,69.0,69.0,,69.0
2024,52,frank ocean,frank ocean,True,20293960.0,84.0,0.6666666666666666,5.028333333333333,6.0,,,Frank Ocean,86.0,68.83333333333333,,2.0
2024,53,lil baby,lil baby,True,21662596.0,84.0,1.0,2.9706666666666663,15.0,,,Lil Baby,79.0,63.13333333333333,,47.0
2024,54,dasha,dasha,True,416933.0,67.0,1.0,2.86,1.0,1.0,,Dasha,82.0,82.0,82.0,82.0
2024,55,fleetwood mac,fleetwood mac,True,13973668.0,83.0,0.0,4.3575,8.0,,classic rock,Fleetwood Mac,86.0,69.75,,53.0
2024,56,juice wrld,juice wrld,True,42565036.0,85.0,1.0,3.588571428571428,7.0,,melodic rap,Juice WRLD,82.0,60.857142857142854,,3.0
2024,57,hardy,hardy,False,,,,,,,,,,,,
2024,58,bruno mars,bruno mars,True,75513910.0,90.0,0.037037037037037035,3.681111111111111,27.0,,,Bruno Mars,88.0,66.4074074074074,,0.0
2024,59,nate smith,nate smith,False,,,,,,,,,,,,
2024,60,jung kook,jung kook,True,18620976.0,79.0,0.6,3.2520000000000002,5.0,,k-pop,Jung Kook,83.0,63.8,,4.0
2024,61,thomas rhett,thomas rhett,True,4984665.0,73.0,0.0,3.793333333333333,3.0,,country,Thomas Rhett,72.0,59.0,,43.0
2024,62,linkin park,linkin park,True,31819030.0,88.0,0.07894736842105263,3.3223684210526314,38.0,8.0,nu metal,Linkin Park,88.0,66.07894736842105,53.125,44.0
2024,63,"tyler, the creator","tyler, the creator",True,24451340.0,86.0,1.0,3.18375,8.0,2.0,,"Tyler, The Creator",90.0,68.25,80.5,0.0
2024,64,bigxthaplug,bigxthaplug,True,2059774.0,79.0,0.0,2.98,1.0,,southern hip hop,BigXthaPlug,76.0,76.0,,76.0
2024,65,mariah carey,mariah carey,True,11913071.0,79.0,0.0,4.02,2.0,,christmas,Mariah Carey,81.0,79.5,,78.0
2024,66,ty dolla $ign,ty dolla $ign,True,7319540.0,81.0,1.0,4.04,1.0,,trap soul,Ty Dolla $ign,80.0,80.0,,80.0
2024,67,xavi,xavi,True,8456647.0,76.0,0.5,2.7350000000000003,2.0,,corridos tumbados,Xavi,74.0,72.0,,70.0
2024,68,michael jackson,michael jackson,True,37462708.0,85.0,0.0,4.552380952380953,21.0,,,Michael Jackson,85.0,69.04761904761905,,49.0
2024,69,usher,usher,True,13753493.0,80.0,0.0,4.024285714285715,7.0,,r&b,USHER,85.0,48.142857142857146,,1.0
2024,70,bossman dlow,bossman dlow,False,,,,,,,,,,,,
2024,71,chris brown,chris brown,True,28338976.0,87.0,0.7333333333333333,3.858,15.0,,r&b,Chris Brown,83.0,59.333333333333336,,0.0
2024,72,elton john,elton john,True,15545907.0,80.0,0.0,3.5980000000000003,5.0,,,Elton John,80.0,67.4,,53.0
2024,73,stray kids,stray kids,False,,,,,,,,,,,,
2024,74,lana del rey,lana del rey,True,51847587.0,88.0,0.26262626262626265,4.417575757575757,99.0,,alternative pop,Lana Del Rey,87.0,63.17171717171717,,31.0
2024,75,kacey musgraves,kacey musgraves,False,,,,,,,,,,,,
2024,76,eagles,eagles,True,12152190.0,75.0,0.0,6.52,1.0,,classic rock,Eagles,52.0,52.0,,52.0
2024,77,warren zeiders,warren zeiders,False,,,,,,,,,,,,
2024,78,tucker wetmore,tucker wetmore,False,,,,,,,,,,,,
2024,79,rihanna,rihanna,True,69050055.0,90.0,0.3269230769230769,3.88,52.0,,pop,Rihanna,87.0,65.57692307692308,,0.0
2024,80,nat king cole,nat king cole,False,,,,,,,,,,,,
2024,81,djo,djo,True,2322081.0,73.0,0.0,2.65,1.0,,,Djo,89.0,89.0,,89.0
2024,82,don toliver,don toliver,True,7473754.0,85.0,0.5,3.41,4.0,1.0,,Don Toliver,83.0,60.25,81.0,0.0
2024,83,summer walker,summer walker,True,8013600.0,76.0,0.75,3.3674999999999997,4.0,,r&b,Summer Walker,78.0,55.75,,0.0
2024,84,creedence clearwater revival,creedence clearwater revival,True,7945600.0,77.0,0.0,2.865,2.0,,classic rock,Creedence Clearwater Revival,85.0,72.5,,60.0
2024,85,coldplay,coldplay,True,60830643.0,88.0,0.0,4.307435897435898,39.0,,,Coldplay,90.0,67.2051282051282,,37.0
2024,86,queen,queen,True,55209500.0,82.0,0.0,3.9033333333333338,6.0,,classic rock,Queen,82.0,65.33333333333333,,4.0
2024,87,lady gaga,lady gaga,True,42298315.0,89.0,0.15714285714285714,3.857,70.0,2.0,art pop,Lady Gaga,91.0,57.18571428571428,80.5,0.0
2024,88,brenda lee,brenda lee,False,,,,,,,,,,,,
2024,89,gracie abrams,gracie abrams,True,7430490.0,82.0,0.375,3.41875,8.0,4.0,,Gracie Abrams,89.0,76.375,82.0,57.0
2024,90,jessie murph,jessie murph,True,1626341.0,76.0,0.0,2.3200000000000003,2.0,,,Jessie Murph,74.0,37.0,,0.0
2024,91,kane brown,kane brown,True,5778418.0,71.0,0.0,3.2,4.0,,country,Kane Brown,68.0,58.75,,51.0
2024,92,the kid laroi,the kid laroi,True,6596750.0,79.0,0.7272727272727273,2.5145454545454546,11.0,3.0,,The Kid LAROI,86.0,56.09090909090909,68.33333333333333,3.0
2024,93,flo milli,flo milli,True,1567636.0,67.0,1.0,2.09,2.0,1.0,,Flo Milli,71.0,71.0,71.0,71.0
